performance_id,student_id,course_id,semester,attendance_score,participation_score,homework_score,behavior_score,total_performance_score,teacher_comments,learning_attitude,discipline
4825,439,7,第二学期,77.3,42.3,69.7,92.8,70.5,需要加强课堂参与度。,一般,优秀
4826,439,8,第二学期,97.3,49.3,59.3,84.6,72.6,课堂纪律良好，表现稳定。,一般,良好
4827,439,9,第一学期,90.7,56.8,74.6,78.9,75.2,课堂表现良好，积极参与讨论。,较差,良好
4828,439,10,第二学期,95.3,74.2,95.6,74.1,84.8,学习态度认真，成绩稳步提升。,良好,优秀
4829,439,13,第一学期,83.3,85.9,97.3,81.7,87.0,课堂纪律良好，表现稳定。,良好,优秀
4830,440,1,第二学期,98.5,43.6,85.1,61.6,72.2,,优秀,一般
4831,440,2,第一学期,77.6,94.1,60.2,95.3,81.8,课堂发言积极，思维活跃。,较差,优秀
4832,440,3,第二学期,84.4,82.2,67.6,82.6,79.2,需要加强课堂参与度。,一般,一般
4833,440,4,第二学期,81.5,,53.8,70.1,74.9,学习进步明显，继续努力。,较差,优秀
4834,440,5,第二学期,76.7,32.3,91.7,96.9,74.4,课堂表现良好，积极参与讨论。,良好,优秀
4835,440,6,第二学期,90.0,35.2,,69.7,69.3,课堂纪律良好，表现稳定。,一般,一般
4836,440,7,第一学期,81.9,63.3,95.0,79.8,80.0,课堂纪律良好，表现稳定。,一般,一般
4837,440,8,第二学期,70.3,43.9,87.1,76.4,69.4,课堂发言积极，思维活跃。,较差,优秀
4838,440,9,第二学期,87.7,55.5,62.2,66.7,68.0,课堂纪律良好，表现稳定。,较差,良好
4839,440,10,第一学期,78.7,32.1,79.7,89.3,70.0,作业完成认真，值得表扬。,优秀,优秀
4840,440,13,第二学期,74.0,85.3,57.6,99.2,79.0,作业完成认真，值得表扬。,一般,良好
4841,441,1,第一学期,99.6,81.6,72.0,95.8,87.2,作业完成认真，值得表扬。,良好,一般
4842,441,2,第二学期,84.1,58.0,95.6,87.1,81.2,学习进步明显，继续努力。,一般,优秀
4843,441,3,第二学期,95.1,47.2,57.6,85.7,71.4,作业完成认真，值得表扬。,优秀,良好
4844,441,4,第二学期,74.9,88.8,85.2,83.2,83.0,学习态度认真，成绩稳步提升。,较差,优秀
4845,441,5,第二学期,94.6,62.3,78.4,66.9,75.5,学习态度认真，成绩稳步提升。,较差,优秀
4846,441,6,第二学期,81.9,37.8,91.7,78.3,72.4,作业完成认真，值得表扬。,良好,良好
4847,441,7,第二学期,73.9,66.5,81.5,81.9,76.0,学习进步明显，继续努力。,一般,一般
4848,441,8,第一学期,87.0,,75.5,64.7,67.3,课堂发言积极，思维活跃。,较差,优秀
4849,441,9,第一学期,95.8,80.7,99.4,88.5,91.1,课堂纪律良好，表现稳定。,较差,良好
4850,441,10,第二学期,92.6,54.5,53.0,90.6,72.7,,良好,良好
4851,441,13,第二学期,98.9,,95.4,89.6,93.9,需要加强课堂参与度。,一般,良好
4852,442,1,第二学期,99.8,30.4,96.1,98.6,81.2,,良好,优秀
4853,442,2,第二学期,85.2,63.2,90.5,89.9,82.2,课堂纪律良好，表现稳定。,良好,一般
4854,442,3,第二学期,78.9,73.2,66.4,65.5,71.0,需要提高作业质量。,良好,良好
4855,442,4,第一学期,77.1,69.8,93.2,61.3,75.3,学习进步明显，继续努力。,良好,良好
4856,442,5,第一学期,97.3,63.4,83.0,63.4,76.8,作业完成认真，值得表扬。,优秀,优秀
4857,442,6,第一学期,78.5,99.9,76.0,67.7,80.5,作业完成认真，值得表扬。,一般,良好
4858,442,7,第一学期,87.9,77.9,50.5,92.5,77.2,需要加强课堂参与度。,良好,优秀
4859,442,8,第一学期,97.1,80.9,63.6,61.4,75.8,需要提高作业质量。,良好,优秀
4860,442,9,第二学期,88.9,84.4,57.9,81.4,78.2,学习进步明显，继续努力。,良好,优秀
4861,442,10,第二学期,79.9,68.6,72.3,70.2,72.8,课堂纪律良好，表现稳定。,一般,良好
4862,442,13,第一学期,94.5,50.2,55.8,64.5,66.2,,一般,优秀
4863,443,1,第二学期,78.6,56.0,68.3,93.5,74.1,,良好,一般
4864,443,2,第二学期,71.3,75.2,72.7,67.9,71.8,需要加强课堂参与度。,较差,良好
4865,443,3,第一学期,77.5,54.5,77.3,75.6,71.2,学习进步明显，继续努力。,较差,良好
4866,443,4,第一学期,89.3,57.5,62.0,83.6,73.1,课堂纪律良好，表现稳定。,良好,良好
4867,443,5,第二学期,72.0,97.6,98.7,83.1,87.8,课堂表现良好，积极参与讨论。,优秀,良好
4868,443,6,第二学期,94.7,92.8,92.5,90.7,92.7,课堂发言积极，思维活跃。,良好,优秀
4869,443,7,第二学期,78.0,77.8,50.5,84.9,72.8,学习进步明显，继续努力。,良好,良好
4870,443,8,第二学期,85.7,30.5,87.4,97.2,75.2,需要加强课堂参与度。,良好,良好
4871,443,9,第一学期,91.5,30.7,67.7,74.6,66.1,作业完成认真，值得表扬。,优秀,优秀
4872,443,10,第二学期,77.3,82.0,90.1,99.6,87.2,学习进步明显，继续努力。,良好,一般
4873,443,13,第二学期,71.8,88.3,55.7,72.7,72.1,学习态度认真，成绩稳步提升。,良好,一般
4874,444,1,第一学期,74.0,44.1,73.7,74.2,66.5,学习态度认真，成绩稳步提升。,一般,良好
4875,444,2,第一学期,85.4,68.1,91.1,70.8,78.8,学习态度认真，成绩稳步提升。,优秀,良好
4876,444,3,第一学期,88.3,46.9,77.8,77.0,72.5,作业完成认真，值得表扬。,较差,一般
4877,444,4,第一学期,78.5,55.0,,68.6,73.8,需要加强课堂参与度。,较差,优秀
4878,444,5,第一学期,75.4,43.7,61.6,72.3,63.2,课堂发言积极，思维活跃。,良好,优秀
4879,444,6,第二学期,88.4,76.7,95.5,84.6,86.3,学习态度认真，成绩稳步提升。,优秀,优秀
4880,444,7,第一学期,77.5,43.5,56.1,75.0,63.0,作业完成认真，值得表扬。,一般,一般
4881,444,8,第二学期,93.0,52.8,58.6,73.1,69.4,需要提高作业质量。,较差,优秀
4882,444,9,第一学期,75.9,95.1,85.0,68.7,81.2,作业完成认真，值得表扬。,一般,优秀
4883,444,10,第二学期,76.1,87.6,86.2,88.7,84.6,课堂纪律良好，表现稳定。,良好,良好
4884,444,13,第一学期,83.6,99.0,71.4,82.6,84.2,课堂发言积极，思维活跃。,较差,优秀
4885,445,1,第一学期,73.9,89.7,89.4,84.9,84.5,学习态度认真，成绩稳步提升。,较差,优秀
4886,445,2,第二学期,73.3,,78.4,84.9,70.1,需要加强课堂参与度。,优秀,优秀
4887,445,3,第一学期,83.0,31.9,94.3,81.8,72.8,学习态度认真，成绩稳步提升。,较差,一般
4888,445,4,第一学期,73.7,61.5,80.0,81.9,74.3,需要提高作业质量。,较差,良好
4889,445,5,第一学期,78.1,66.8,,93.8,84.2,,优秀,良好
4890,445,6,第一学期,90.1,58.9,,93.8,83.8,需要提高作业质量。,一般,一般
4891,445,7,第一学期,97.9,48.3,67.5,68.6,70.6,,一般,一般
4892,445,8,第二学期,78.3,51.0,88.4,66.3,71.0,,良好,优秀
4893,445,9,第一学期,86.6,59.6,81.2,89.6,79.2,学习进步明显，继续努力。,良好,优秀
4894,445,10,第一学期,88.9,,,95.9,89.0,课堂发言积极，思维活跃。,一般,优秀
4895,445,13,第一学期,71.0,72.9,58.4,82.9,71.3,课堂纪律良好，表现稳定。,一般,优秀
4896,446,1,第二学期,85.8,43.7,66.8,65.9,65.6,课堂表现良好，积极参与讨论。,良好,一般
4897,446,2,第一学期,96.7,34.2,63.8,93.4,72.0,作业完成认真，值得表扬。,良好,一般
4898,446,3,第二学期,98.2,87.5,58.4,84.2,82.1,需要提高作业质量。,一般,一般
4899,446,4,第二学期,87.6,,74.2,75.0,77.6,课堂发言积极，思维活跃。,良好,优秀
4900,446,5,第二学期,75.3,92.5,72.2,70.4,77.6,学习进步明显，继续努力。,一般,优秀
4901,446,6,第一学期,79.7,,,69.2,70.1,课堂纪律良好，表现稳定。,良好,一般
4902,446,7,第二学期,87.5,66.1,58.3,98.5,77.6,需要提高作业质量。,较差,优秀
4903,446,8,第一学期,77.6,59.0,76.5,65.0,69.5,课堂纪律良好，表现稳定。,良好,优秀
4904,446,9,第二学期,90.1,67.6,52.9,86.4,74.2,课堂纪律良好，表现稳定。,良好,一般
4905,446,10,第二学期,71.2,36.3,84.8,89.9,70.6,课堂纪律良好，表现稳定。,优秀,良好
4906,446,13,第二学期,73.8,35.9,62.2,73.5,61.3,需要提高作业质量。,良好,优秀
4907,447,1,第一学期,78.8,31.8,72.7,98.8,70.5,需要提高作业质量。,一般,一般
4908,447,2,第一学期,75.2,79.8,93.6,74.5,80.8,课堂发言积极，思维活跃。,较差,优秀
4909,447,3,第一学期,92.6,54.7,70.8,95.1,78.3,学习态度认真，成绩稳步提升。,良好,良好
4910,447,4,第一学期,73.8,90.5,82.2,94.5,85.2,需要提高作业质量。,优秀,优秀
4911,447,5,第二学期,77.5,96.6,81.3,95.7,87.8,课堂纪律良好，表现稳定。,良好,优秀
4912,447,6,第一学期,77.6,81.1,91.1,87.2,84.2,学习进步明显，继续努力。,良好,良好
4913,447,7,第一学期,82.4,,70.8,78.9,68.2,课堂纪律良好，表现稳定。,一般,良好
4914,447,8,第一学期,95.1,63.7,93.3,62.9,78.8,学习态度认真，成绩稳步提升。,良好,优秀
4915,447,9,第一学期,99.4,95.3,83.3,83.2,90.3,需要提高作业质量。,一般,优秀
4916,447,10,第一学期,76.1,45.5,59.5,68.0,62.3,需要提高作业质量。,良好,优秀
4917,447,13,第一学期,76.2,71.5,,86.5,73.2,课堂纪律良好，表现稳定。,良好,优秀
4918,448,1,第二学期,92.3,74.8,95.2,71.3,83.4,课堂发言积极，思维活跃。,一般,良好
4919,448,2,第一学期,90.8,76.1,61.5,88.1,79.1,课堂表现良好，积极参与讨论。,良好,优秀
4920,448,3,第一学期,86.9,,76.6,76.3,68.0,学习态度认真，成绩稳步提升。,优秀,优秀
4921,448,4,第二学期,92.6,34.8,61.3,91.9,70.2,学习进步明显，继续努力。,优秀,优秀
4922,448,5,第二学期,84.1,94.8,51.2,98.7,82.2,作业完成认真，值得表扬。,较差,良好
4923,448,6,第一学期,90.7,94.1,99.4,87.0,92.8,需要提高作业质量。,优秀,良好
4924,448,7,第二学期,72.7,62.0,92.7,98.0,81.3,课堂表现良好，积极参与讨论。,较差,优秀
4925,448,8,第二学期,70.1,99.6,83.5,75.4,82.2,课堂发言积极，思维活跃。,一般,良好
4926,448,9,第一学期,83.1,,74.0,61.7,79.0,学习进步明显，继续努力。,良好,优秀
4927,448,10,第一学期,80.5,86.2,84.4,85.9,84.2,需要加强课堂参与度。,良好,优秀
4928,448,13,第二学期,72.7,95.0,54.0,86.8,77.1,需要提高作业质量。,良好,良好
4929,449,1,第二学期,74.2,57.0,94.3,99.9,81.3,需要提高作业质量。,较差,优秀
4930,449,2,第一学期,72.5,37.7,75.7,99.5,71.3,作业完成认真，值得表扬。,良好,优秀
4931,449,3,第二学期,70.0,85.2,50.4,71.2,69.2,,较差,优秀
4932,449,4,第一学期,87.7,31.8,73.4,66.7,64.9,,较差,优秀
4933,449,5,第一学期,71.1,92.6,86.8,90.2,85.2,作业完成认真，值得表扬。,一般,一般
4934,449,6,第二学期,91.0,91.2,87.3,87.9,89.3,课堂发言积极，思维活跃。,良好,一般
4935,449,7,第二学期,88.6,62.6,86.0,63.1,75.1,,优秀,一般
4936,449,8,第一学期,98.8,78.3,68.3,98.0,85.8,学习进步明显，继续努力。,一般,优秀
4937,449,9,第二学期,81.4,52.3,54.1,79.2,66.8,学习态度认真，成绩稳步提升。,良好,优秀
4938,449,10,第一学期,88.5,57.7,88.0,63.3,74.4,作业完成认真，值得表扬。,较差,优秀
4939,449,13,第二学期,73.6,53.5,69.7,62.9,64.9,,良好,优秀
4940,450,1,第二学期,94.1,35.3,61.7,79.8,67.7,学习态度认真，成绩稳步提升。,优秀,优秀
4941,450,2,第二学期,95.5,,83.6,74.5,78.8,需要加强课堂参与度。,良好,优秀
4942,450,3,第一学期,85.7,46.7,75.8,61.1,67.3,学习态度认真，成绩稳步提升。,优秀,优秀
4943,450,4,第一学期,96.2,90.6,53.1,80.4,80.1,课堂表现良好，积极参与讨论。,良好,一般
4944,450,5,第一学期,71.9,,54.2,67.8,67.4,需要加强课堂参与度。,良好,一般
4945,450,6,第二学期,80.4,60.9,,66.6,76.6,学习进步明显，继续努力。,优秀,优秀
4946,450,7,第二学期,76.7,50.6,58.8,60.7,61.7,需要提高作业质量。,较差,一般
4947,450,8,第一学期,89.7,45.5,83.1,74.1,73.1,需要提高作业质量。,良好,优秀
4948,450,9,第二学期,98.9,39.7,66.0,77.8,70.6,学习进步明显，继续努力。,较差,良好
4949,450,10,第一学期,84.0,47.7,66.9,76.9,68.9,学习进步明显，继续努力。,良好,良好
4950,450,13,第二学期,90.7,74.1,50.2,80.1,73.8,学习态度认真，成绩稳步提升。,较差,优秀
4951,451,1,第一学期,90.4,33.9,78.1,80.8,70.8,学习进步明显，继续努力。,较差,优秀
4952,451,2,第二学期,94.8,88.2,59.9,60.7,75.9,课堂发言积极，思维活跃。,良好,优秀
4953,451,3,第一学期,78.1,50.9,85.0,93.8,77.0,需要加强课堂参与度。,良好,优秀
4954,451,4,第二学期,77.3,60.0,79.5,96.3,78.3,课堂表现良好，积极参与讨论。,较差,一般
4955,451,5,第二学期,90.7,74.0,,62.6,73.7,需要加强课堂参与度。,较差,良好
4956,451,6,第二学期,93.1,53.7,54.6,95.7,74.3,作业完成认真，值得表扬。,一般,优秀
4957,451,7,第一学期,86.7,49.4,73.3,97.3,76.7,学习态度认真，成绩稳步提升。,优秀,一般
4958,451,8,第一学期,99.1,60.6,72.6,93.3,81.4,需要提高作业质量。,良好,良好
4959,451,9,第一学期,70.5,70.8,58.2,61.2,65.2,作业完成认真，值得表扬。,一般,一般
4960,451,10,第二学期,84.6,80.6,72.7,61.9,74.9,课堂纪律良好，表现稳定。,较差,优秀
4961,451,13,第一学期,80.7,89.1,50.8,82.8,75.9,需要加强课堂参与度。,良好,优秀
4962,452,1,第一学期,95.2,97.5,89.4,94.6,94.2,课堂表现良好，积极参与讨论。,优秀,良好
4963,452,2,第二学期,84.1,35.6,85.3,84.8,72.5,课堂表现良好，积极参与讨论。,良好,良好
4964,452,3,第一学期,78.2,88.6,59.0,75.9,75.4,需要加强课堂参与度。,良好,优秀
4965,452,4,第一学期,98.9,34.7,97.8,90.4,80.5,学习态度认真，成绩稳步提升。,一般,良好
4966,452,5,第一学期,91.5,38.4,61.5,92.9,71.1,学习进步明显，继续努力。,一般,优秀
4967,452,6,第二学期,70.2,67.3,53.1,89.0,69.9,学习态度认真，成绩稳步提升。,良好,优秀
4968,452,7,第一学期,85.6,42.9,94.9,69.3,73.2,,较差,优秀
4969,452,8,第二学期,98.3,56.4,70.5,79.7,76.2,课堂发言积极，思维活跃。,优秀,一般
4970,452,9,第二学期,99.8,68.7,98.3,73.8,85.2,需要提高作业质量。,优秀,一般
4971,452,10,第二学期,73.8,68.9,96.1,61.8,75.1,课堂发言积极，思维活跃。,良好,一般
4972,452,13,第二学期,85.6,81.3,,93.1,80.6,课堂表现良好，积极参与讨论。,良好,良好
4973,453,1,第一学期,81.0,43.5,67.2,86.9,69.7,学习进步明显，继续努力。,一般,一般
4974,453,2,第二学期,90.9,85.4,94.7,91.9,90.7,,良好,良好
4975,453,3,第一学期,76.0,,59.9,79.2,66.5,课堂纪律良好，表现稳定。,优秀,良好
4976,453,4,第一学期,74.0,,66.7,73.0,75.5,需要提高作业质量。,一般,优秀
4977,453,5,第二学期,73.1,,75.3,68.3,75.6,课堂表现良好，积极参与讨论。,较差,优秀
4978,453,6,第一学期,96.7,33.1,,88.7,68.1,需要提高作业质量。,良好,一般
4979,453,7,第二学期,83.6,39.8,55.8,98.5,69.4,学习态度认真，成绩稳步提升。,优秀,优秀
4980,453,8,第二学期,70.6,89.3,64.1,69.1,73.3,,良好,一般
4981,453,9,第一学期,90.7,57.7,90.0,90.3,82.2,需要加强课堂参与度。,良好,优秀
4982,453,10,第一学期,79.7,93.6,93.0,69.1,83.8,作业完成认真，值得表扬。,良好,优秀
4983,453,13,第一学期,80.9,32.2,99.8,77.6,72.6,课堂发言积极，思维活跃。,良好,一般
4984,454,1,第一学期,74.9,59.0,54.4,68.6,64.2,学习进步明显，继续努力。,一般,良好
4985,454,2,第二学期,77.1,31.7,74.9,88.6,68.1,学习态度认真，成绩稳步提升。,良好,优秀
4986,454,3,第一学期,81.5,86.2,58.8,68.2,73.7,课堂表现良好，积极参与讨论。,较差,良好
4987,454,4,第一学期,71.2,31.1,50.7,66.9,55.0,,良好,良好
4988,454,5,第一学期,88.7,33.4,98.3,71.4,72.9,需要提高作业质量。,良好,良好
4989,454,6,第二学期,88.3,87.3,88.4,60.6,81.2,需要加强课堂参与度。,优秀,良好
4990,454,7,第一学期,71.0,79.6,,92.9,76.2,课堂表现良好，积极参与讨论。,较差,一般
4991,454,8,第一学期,80.5,96.2,57.5,76.2,77.6,学习进步明显，继续努力。,一般,一般
4992,454,9,第二学期,76.2,,82.1,63.7,66.1,学习进步明显，继续努力。,优秀,优秀
4993,454,10,第二学期,83.5,100.0,91.5,78.2,88.3,作业完成认真，值得表扬。,良好,一般
4994,454,13,第一学期,78.0,,95.4,61.1,75.2,学习态度认真，成绩稳步提升。,良好,优秀
4995,455,1,第一学期,82.2,88.9,85.1,61.5,79.4,课堂发言积极，思维活跃。,一般,一般
4996,455,2,第二学期,70.4,70.2,67.8,95.3,75.9,学习进步明显，继续努力。,良好,优秀
4997,455,3,第一学期,77.3,87.9,91.7,99.2,89.0,作业完成认真，值得表扬。,优秀,优秀
4998,455,4,第二学期,94.9,92.3,98.2,94.9,95.1,课堂发言积极，思维活跃。,良好,良好
4999,455,5,第二学期,71.8,43.6,97.3,61.4,68.5,课堂发言积极，思维活跃。,良好,一般
5000,455,6,第一学期,97.1,77.5,83.8,63.2,80.4,学习态度认真，成绩稳步提升。,良好,优秀
5001,455,7,第一学期,72.6,53.6,65.0,62.7,63.5,作业完成认真，值得表扬。,较差,良好
5002,455,8,第二学期,80.3,99.2,56.0,70.4,76.5,需要加强课堂参与度。,优秀,优秀
5003,455,9,第一学期,98.7,74.5,59.2,93.0,81.3,课堂表现良好，积极参与讨论。,一般,良好
5004,455,10,第一学期,98.6,32.0,60.9,95.1,71.7,,良好,良好
5005,455,13,第二学期,81.0,54.5,73.6,97.5,76.7,学习进步明显，继续努力。,优秀,优秀
5006,456,1,第一学期,94.6,54.2,77.7,87.6,78.5,课堂表现良好，积极参与讨论。,良好,一般
5007,456,2,第二学期,87.7,,88.7,99.9,87.4,需要提高作业质量。,较差,优秀
5008,456,3,第二学期,90.8,54.4,63.8,79.2,72.0,学习进步明显，继续努力。,一般,良好
5009,456,4,第二学期,89.2,34.7,77.1,92.0,73.2,需要加强课堂参与度。,一般,良好
5010,456,5,第二学期,94.8,43.4,52.9,73.2,66.1,课堂发言积极，思维活跃。,良好,优秀
5011,456,6,第一学期,86.0,71.2,61.8,86.4,76.3,课堂纪律良好，表现稳定。,优秀,优秀
5012,456,7,第二学期,95.2,94.8,52.9,71.7,78.7,课堂纪律良好，表现稳定。,良好,优秀
5013,456,8,第一学期,83.0,69.1,89.8,62.5,76.1,课堂发言积极，思维活跃。,优秀,一般
5014,456,9,第一学期,70.6,84.4,83.0,94.4,83.1,需要提高作业质量。,良好,优秀
5015,456,10,第二学期,80.2,71.1,,93.5,80.3,课堂表现良好，积极参与讨论。,一般,优秀
5016,456,13,第二学期,70.4,45.1,,91.1,70.8,课堂表现良好，积极参与讨论。,一般,一般
5017,457,1,第二学期,95.2,,67.1,75.9,76.8,作业完成认真，值得表扬。,良好,优秀
5018,457,2,第一学期,93.2,65.2,70.7,62.5,72.9,课堂发言积极，思维活跃。,一般,良好
5019,457,3,第一学期,92.1,71.0,79.6,78.2,80.2,作业完成认真，值得表扬。,较差,优秀
5020,457,4,第一学期,94.7,58.5,81.1,99.3,83.4,学习进步明显，继续努力。,优秀,良好
5021,457,5,第一学期,91.4,95.0,88.3,91.8,91.6,需要加强课堂参与度。,优秀,优秀
5022,457,6,第一学期,70.8,30.6,91.5,68.5,65.3,,良好,优秀
